"Desecration Demon","MONO_BLACK","CREATURE","4",
"Nekrataal","MONO_BLACK","CREATURE","4",
"Skinrender","MONO_BLACK","CREATURE","4",
"Gray Merchant of Asphodel","MONO_BLACK","CREATURE","5",
"Ob Nixilis, the Fallen","MONO_BLACK","CREATURE","5",
"Ogre Slumlord","MONO_BLACK","CREATURE","5",
"Phyrexian Plaguelord","MONO_BLACK","CREATURE","5",
"Sengir Vampire","MONO_BLACK","CREATURE","5",
"Grave Titan","MONO_BLACK","CREATURE","6",
"Abhorrent Overlord","MONO_BLACK","CREATURE","7",
"Griselbrand","MONO_BLACK","CREATURE","8",
"Diabolic Edict","MONO_BLACK","INSTANT","2",
"Doom Blade","MONO_BLACK","INSTANT","2",
"Ultimate Price","MONO_BLACK","INSTANT","2",
"Dismember","MONO_BLACK","INSTANT","3",
"Hero's Downfall","MONO_BLACK","INSTANT","3",
"Slaughter Pact","MONO_BLACK","INSTANT","3",
"Makeshift Mannequin","MONO_BLACK","INSTANT","4",
"Snuff Out","MONO_BLACK","INSTANT","4",
"Rescue from the Underworld","MONO_BLACK","INSTANT","5",
"Reanimate","MONO_BLACK","SORCERY","1",
"Unearth","MONO_BLACK","SORCERY","1",
"Demonic Tutor","MONO_BLACK","SORCERY","2",
"Exhume","MONO_BLACK","SORCERY","2",
"Hymn to Tourach","MONO_BLACK","SORCERY","2",
"Sign in Blood","MONO_BLACK","SORCERY","2",
"Buried Alive","MONO_BLACK","SORCERY","3",
"Living Death","MONO_BLACK","SORCERY","5",
"Life's Finale","MONO_BLACK","SORCERY","6",
"Sarcomancy","MONO_BLACK","ENCHANTMENT","1",
"Animate Dead","MONO_BLACK","ENCHANTMENT","2",
"Necromancy","MONO_BLACK","ENCHANTMENT","3",
"Necropotence","MONO_BLACK","ENCHANTMENT","3",
"Phyrexian Arena","MONO_BLACK","ENCHANTMENT","3",
"Diabolic Servitude","MONO_BLACK","ENCHANTMENT","4",
"Firedrinker Satyr","MONO_RED","CREATURE","1",
"Goblin Bushwhacker","MONO_RED","CREATURE","1",
"Goblin Guide","MONO_RED","CREATURE","1",
"Grim Lavamancer","MONO_RED","CREATURE","1",
"Jackal Pup","MONO_RED","CREATURE","1",
"Reckless Waif","MONO_RED","CREATURE","1",
"Spikeshot Elder","MONO_RED","CREATURE","1",
"Ember Hauler","MONO_RED","CREATURE","2",
"Goblin Wardriver","MONO_RED","CREATURE","2",
"Kargan Dragonlord","MONO_RED","CREATURE","2",
"Kruin Striker","MONO_RED","CREATURE","2",
"Lightning Mauler","MONO_RED","CREATURE","2",
"Mogg Flunkies","MONO_RED","CREATURE","2",
"Mogg War Marshal","MONO_RED","CREATURE","2",
"Slith Firewalker","MONO_RED","CREATURE","2",
"Stormblood Berserker","MONO_RED","CREATURE","2",
"Torch Fiend","MONO_RED","CREATURE","2",
"Ember Beast","MONO_RED","CREATURE","3",
"Hellraiser Goblin","MONO_RED","CREATURE","3",
"Pyreheart Wolf","MONO_RED","CREATURE","3",
"Cyclops Gladiator","MONO_RED","CREATURE","4",
"Fanatic of Mogis","MONO_RED","CREATURE","4",
"Flametongue Kavu","MONO_RED","CREATURE","4",
"Hero of Oxid Ridge","MONO_RED","CREATURE","4",
"Kiki-Jiki, Mirror Breaker","MONO_RED","CREATURE","5",
"Siege-Gang Commander","MONO_RED","CREATURE","5",
"Zealous Conscripts","MONO_RED","CREATURE","5",
"Inferno Titan","MONO_RED","CREATURE","6",
"Chandra, Pyromaster","MONO_RED","PLANESWALKER","4",
"Moltensteel Dragon","MONO_RED","ARTIFACT_CREATURE","6",
"Trigon of Rage","MONO_RED","ARTIFACT","2",
"Burst Lightning","MONO_RED","INSTANT","1",
"Lightning Bolt","MONO_RED","INSTANT","1",
"Incinerate","MONO_RED","INSTANT","2",
"Magma Jet","MONO_RED","INSTANT","2",
"Searing Blaze","MONO_RED","INSTANT","2",
"Staggershock","MONO_RED","INSTANT","3",
"Fireblast","MONO_RED","INSTANT","6",
"Faithless Looting","MONO_RED","SORCERY","1",
"Dragon Fodder","MONO_RED","SORCERY","2",
"Krenko's Command","MONO_RED","SORCERY","2",
"Mizzium Mortars","MONO_RED","SORCERY","2",
"Arc Lightning","MONO_RED","SORCERY","3",
"Rift Bolt","MONO_RED","SORCERY","3",
"Wheel of Fortune","MONO_RED","SORCERY","3",
"Devil's Play","MONO_RED","SORCERY","6",
"Earthquake","MONO_RED","SORCERY","6",
"Goblin Bombardment","MONO_RED","ENCHANTMENT","2",
"Madcap Skills","MONO_RED","ENCHANTMENT","2",
"Goblin Assault","MONO_RED","ENCHANTMENT","3",
"Sulfuric Vortex","MONO_RED","ENCHANTMENT","3",
"Splinter Twin","MONO_RED","ENCHANTMENT","4",
"Avacyn's Pilgrim","MONO_GREEN","CREATURE","1",
"Birds of Paradise","MONO_GREEN","CREATURE","1",
"Elvish Mystic","MONO_GREEN","CREATURE","1",
"Joraga Treespeaker","MONO_GREEN","CREATURE","1",
"Llanowar Elves","MONO_GREEN","CREATURE","1",
"Ambush Viper","MONO_GREEN","CREATURE","2",
"Gatstaf Shepherd","MONO_GREEN","CREATURE","2",
"Rofellos, Llanowar Emissary","MONO_GREEN","CREATURE","2",
"Sakura-Tribe Elder","MONO_GREEN","CREATURE","2",
"Borderland Ranger","MONO_GREEN","CREATURE","3",
"Eternal Witness","MONO_GREEN","CREATURE","3",
"Troll Ascetic","MONO_GREEN","CREATURE","3",
"Yavimaya Elder","MONO_GREEN","CREATURE","3",
"Blastoderm","MONO_GREEN","CREATURE","4",
"Elvish Piper","MONO_GREEN","CREATURE","4",
"Oracle of Mul Daya","MONO_GREEN","CREATURE","4",
"Polukranos, World Eater","MONO_GREEN","CREATURE","4",
"Roaring Primadox","MONO_GREEN","CREATURE","4",
"Wickerbough Elder","MONO_GREEN","CREATURE","4",
"Acidic Slime","MONO_GREEN","CREATURE","5",
"Bellowing Tanglewurm","MONO_GREEN","CREATURE","5",
"Deranged Hermit","MONO_GREEN","CREATURE","5",
"Indrik Stomphowler","MONO_GREEN","CREATURE","5",
"Thragtusk","MONO_GREEN","CREATURE","5",
"Wolfir Silverheart","MONO_GREEN","CREATURE","5",
"Primeval Titan","MONO_GREEN","CREATURE","6",
"Rampaging Baloths","MONO_GREEN","CREATURE","6",
"Hornet Queen","MONO_GREEN","CREATURE","7",
"Verdant Force","MONO_GREEN","CREATURE","8",
"Garruk Wildspeaker","MONO_GREEN","PLANESWALKER","4",
"Garruk, Primal Hunter","MONO_GREEN","PLANESWALKER","5",
"Horizon Spellbomb","MONO_GREEN","ARTIFACT","1",
"Worldly Tutor","MONO_GREEN","INSTANT","1",
"Pit Fight","MONO_GREEN","INSTANT","2",
"Beast Within","MONO_GREEN","INSTANT","3",
"Krosan Grip","MONO_GREEN","INSTANT","3",
"Farseek","MONO_GREEN","SORCERY","2",
"Rampant Growth","MONO_GREEN","SORCERY","2",
"Regrowth","MONO_GREEN","SORCERY","2",
"Harmonize","MONO_GREEN","SORCERY","4",
"Overrun","MONO_GREEN","SORCERY","5",
"Plow Under","MONO_GREEN","SORCERY","5",
"Green Sun's Zenith","MONO_GREEN","SORCERY","6",
"Tooth and Nail","MONO_GREEN","SORCERY","7",
"Gelatinous Genesis","MONO_GREEN","SORCERY","11",
"Rancor","MONO_GREEN","ENCHANTMENT","1",
"Lignify","MONO_GREEN","ENCHANTMENT","2",
"Oath of Druids","MONO_GREEN","ENCHANTMENT","2",
"Squirrel Nest","MONO_GREEN","ENCHANTMENT","3",
"Triumph of Ferocity","MONO_GREEN","ENCHANTMENT","3",
"Defense of the Heart","MONO_GREEN","ENCHANTMENT","4",
"Boon Satyr","MONO_GREEN","ENCHANTMENT_CREATURE","3",
"Azorius Guildmage","AZORIUS","CREATURE","2",
"Brago, King Eternal","AZORIUS","CREATURE","4",
"Venser, the Sojourner","AZORIUS","PLANESWALKER","5",
"Sphinx's Revelation","AZORIUS","INSTANT","8",
"Supreme Verdict","AZORIUS","SORCERY","4",
"Detention Sphere","AZORIUS","ENCHANTMENT","3",
"Dimir Infiltrator","DIMIR","CREATURE","2",
"Dinrova Horror","DIMIR","CREATURE","6",
"Far // Away","DIMIR","INSTANT","2",
"Call of the Nightwing","DIMIR","SORCERY","4",
"Soul Ransom","DIMIR","ENCHANTMENT","4",
"Rakdos Cackler","RAKDOS","CREATURE","1",
"Hellhole Flailer","RAKDOS","CREATURE","3",
"Falkenrath Aristocrat","RAKDOS","CREATURE","4",
"Terminate","RAKDOS","INSTANT","2",
"Bituminous Blast","RAKDOS","INSTANT","5",
"Bloodbraid Elf","GRUUL","CREATURE","4",
"Ghor-Clan Rampager","GRUUL","CREATURE","4",
"Rubblebelt Raiders","GRUUL","CREATURE","4",
"Savageborn Hydra","GRUUL","CREATURE","7",
"Branching Bolt","GRUUL","INSTANT","3",
"Savage Twister","GRUUL","SORCERY","7",
"Vitu-Ghazi Guildmage","SELESNYA","CREATURE","2",
"Kitchen Finks","SELESNYA","CREATURE","3",
"Armada Wurm","SELESNYA","CREATURE","6",
"Selesnya Charm","SELESNYA","INSTANT","2",
"Armadillo Cloak","SELESNYA","ENCHANTMENT","3",
"Tithe Drinker","ORZHOV","CREATURE","2",
"Sorin, Lord of Innistrad","ORZHOV","PLANESWALKER","4",
"Orzhov Charm","ORZHOV","INSTANT","2",
"Mortify","ORZHOV","INSTANT","3",
"Gift of Orzhova","ORZHOV","ENCHANTMENT","3",
"Lotleth Troll","GOLGARI","CREATURE","2",
"Reaper of the Wilds","GOLGARI","CREATURE","4",
"Vraska the Unseen","GOLGARI","PLANESWALKER","5",
"Abrupt Decay","GOLGARI","INSTANT","2",
"Pernicious Deed","GOLGARI","ENCHANTMENT","3",
"Coiling Oracle","SIMIC","CREATURE","2",
"Zameck Guildmage","SIMIC","CREATURE","2",
"Silkwing Scout","SIMIC","CREATURE","3",
"Prime Speaker Zegana","SIMIC","CREATURE","6",
"Temporal Spring","SIMIC","SORCERY","3",
"Spellheart Chimera","IZZET","CREATURE","3",
"Mercurial Chemister","IZZET","CREATURE","5",
"Izzet Charm","IZZET","INSTANT","2",
"Turn // Burn","IZZET","INSTANT","2",
"Steam Augury","IZZET","INSTANT","4",
"Figure of Destiny","BOROS","CREATURE","1",
"Sunhome Guildmage","BOROS","CREATURE","2",
"Boros Reckoner","BOROS","CREATURE","3",
"Ajani Vengeant","BOROS","PLANESWALKER","4",
"Master Warcraft","BOROS","INSTANT","4",
"Phyrexian Revoker","COLOURLESS","ARTIFACT_CREATURE","2",
"Spellskite","COLOURLESS","ARTIFACT_CREATURE","2",
"Cogwork Librarian","COLOURLESS","ARTIFACT_CREATURE","4",
"Volatile Rig","COLOURLESS","ARTIFACT_CREATURE","4",
"Duplicant","COLOURLESS","ARTIFACT_CREATURE","6",
"Wurmcoil Engine","COLOURLESS","ARTIFACT_CREATURE","6",
"Sundering Titan","COLOURLESS","ARTIFACT_CREATURE","8",
"Everflowing Chalice","COLOURLESS","ARTIFACT","0",
"Mox Diamond","COLOURLESS","ARTIFACT","0",
"Basilisk Collar","COLOURLESS","ARTIFACT","1",
"Bonesplitter","COLOURLESS","ARTIFACT","1",
"Darksteel Axe","COLOURLESS","ARTIFACT","1",
"Sensei's Divining Top","COLOURLESS","ARTIFACT","1",
"Skullclamp","COLOURLESS","ARTIFACT","1",
"Lightning Greaves","COLOURLESS","ARTIFACT","2",
"Mind Stone","COLOURLESS","ARTIFACT","2",
"Prophetic Prism","COLOURLESS","ARTIFACT","2",
"Ratchet Bomb","COLOURLESS","ARTIFACT","2",
"Shrine of Burning Rage","COLOURLESS","ARTIFACT","2",
"Chromatic Lantern","COLOURLESS","ARTIFACT","3",
"Crystal Ball","COLOURLESS","ARTIFACT","3",
"Darksteel Ingot","COLOURLESS","ARTIFACT","3",
"Fireshrieker","COLOURLESS","ARTIFACT","3",
"Grafted Wargear","COLOURLESS","ARTIFACT","3",
"Loxodon Warhammer","COLOURLESS","ARTIFACT","3",
"Mimic Vat","COLOURLESS","ARTIFACT","3",
"Pristine Talisman","COLOURLESS","ARTIFACT","3",
"Sword of War and Peace","COLOURLESS","ARTIFACT","3",
"Tangle Wire","COLOURLESS","ARTIFACT","3",
"Tumble Magnet","COLOURLESS","ARTIFACT","3",
"Icy Manipulator","COLOURLESS","ARTIFACT","4",
"Nevinyrral's Disk","COLOURLESS","ARTIFACT","4",
"Trading Post","COLOURLESS","ARTIFACT","4",
"Batterskull","COLOURLESS","ARTIFACT","5",
"Eldrazi Conscription","COLOURLESS","ENCHANTMENT","8",
"Azorius Chancery","COLOURLESS","LAND","0",
"Blood Crypt","COLOURLESS","LAND","0",
"Boros Garrison","COLOURLESS","LAND","0",
"Breeding Pool","COLOURLESS","LAND","0",
"City of Brass","COLOURLESS","LAND","0",
"Dimir Aqueduct","COLOURLESS","LAND","0",
"Evolving Wilds","COLOURLESS","LAND","0",
"Godless Shrine","COLOURLESS","LAND","0",
"Golgari Rot Farm","COLOURLESS","LAND","0",
"Grove of the Guardian","COLOURLESS","LAND","0",
"Gruul Turf","COLOURLESS","LAND","0",
"Hallowed Fountain","COLOURLESS","LAND","0",
"Izzet Boilerworks","COLOURLESS","LAND","0",
"Maze of Ith","COLOURLESS","LAND","0",
"Mishra's Factory","COLOURLESS","LAND","0",
"Orzhov Basilica","COLOURLESS","LAND","0",
"Overgrown Tomb","COLOURLESS","LAND","0",
"Rakdos Carnarium","COLOURLESS","LAND","0",
"Rupture Spire","COLOURLESS","LAND","0",
"Sacred Foundry","COLOURLESS","LAND","0",
"Selesnya Sanctuary","COLOURLESS","LAND","0",
"Shimmering Grotto","COLOURLESS","LAND","0",
"Simic Growth Chamber","COLOURLESS","LAND","0",
"Steam Vents","COLOURLESS","LAND","0",
"Stomping Ground","COLOURLESS","LAND","0",
"Temple Garden","COLOURLESS","LAND","0",
"Terramorphic Expanse","COLOURLESS","LAND","0",
"Watery Grave","COLOURLESS","LAND","0",
